date, stock, symbol, entry, target1, target2, stop_loss, status
2026-05-05,أكوا باور,2082,235.4,237.75,242.46,249.52,230.69,قوي,open
2026-05-05,أكوا باور,2082,235.40,238.00,245.14,252.28,231.00,قوي,open
2026-05-05,أكوا باور,2082,235.40,238.00,245.14,252.28,231.00,قوي,open
2026-05-05,البحري,4030,31.90,32.20,33.17,34.13,30.70,قوي,open
